,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
19089,1,2,2,21,14,8,6
19090,1,2,2,21,14,8,6
19091,1,2,2,11,10,7,6
19092,1,2,2,11,10,7,6
19093,1,3,1,12,12,3,3
19094,2,2,2,18,18,6,6
19095,1,3,2,14,14,8,5
19096,1,3,2,14,14,8,5
19097,2,2,1,19,12,4,1
19098,2,2,1,19,12,4,1
19099,1,2,2,15,15,8,1
19100,1,2,2,15,15,8,1
19101,1,5,2,14,14,8,6
19102,1,5,2,14,14,8,6
19103,1,2,2,10,10,8,1
19104,1,2,2,10,10,8,1
19105,2,2,2,15,15,8,8
19106,1,2,2,14,11,8,6
19107,1,2,2,14,11,8,6
19108,1,2,2,10,10,8,5
19109,1,2,2,10,10,8,5
19110,1,1,1,20,20,7,7
19111,2,3,1,13,15,8,8
19112,2,3,1,13,15,8,8
19113,2,3,1,12,11,8,8
19114,2,3,1,12,11,8,8
19115,1,2,2,9,9,6,5
19116,1,2,2,9,9,6,5
19117,2,3,1,14,13,6,4
19118,2,3,1,14,13,6,4
19119,2,0,2,15,15,3,3
19120,1,3,1,15,15,5,5
19121,1,2,1,17,17,8,8
19122,1,1,1,10,10,1,1
19123,1,2,2,14,14,8,7
19124,1,2,2,14,14,8,7
19125,2,2,2,12,12,8,8
19126,1,2,2,15,15,8,7
19127,1,2,2,15,15,8,7
19128,1,2,1,12,12,7,7
19129,2,1,1,19,21,5,4
19130,2,1,1,19,21,5,4
19131,2,1,2,10,10,8,8
19132,1,3,2,15,15,8,8
19133,1,3,2,15,15,8,8
19134,2,3,1,15,15,8,4
19135,2,3,1,15,15,8,4
19136,1,2,2,12,12,8,8
19137,1,2,2,12,12,8,8
19138,2,2,2,15,15,5,5
19139,2,2,2,16,16,8,8
19140,1,2,1,5,5,1,1
19141,1,2,2,9,8,5,5
19142,1,2,2,9,8,5,5
19143,1,3,2,15,14,8,1
19144,1,3,2,15,14,8,1
19145,1,2,2,10,11,5,1
19146,1,2,2,10,11,5,1
19147,2,3,2,15,15,1,1
19148,2,2,2,15,15,4,4
19149,2,1,2,13,13,1,1
19150,1,1,1,4,4,1,1
19151,2,3,2,17,17,4,4
19152,2,2,2,15,15,5,5
19153,2,2,2,15,15,8,8
19154,1,2,2,15,15,8,6
19155,1,2,2,15,15,8,6
19156,1,2,2,15,15,8,4
19157,1,2,2,15,15,8,4
19158,1,2,1,14,14,1,1
19159,1,2,1,15,15,8,7
19160,1,2,1,15,15,8,7
19161,1,2,1,14,14,6,6
19162,2,1,1,17,18,8,1
19163,2,1,1,17,18,8,1
19164,2,2,2,10,10,4,4
19165,1,4,2,21,15,8,5
19166,1,4,2,21,15,8,5
19167,1,2,1,15,15,8,8
19168,1,3,2,12,12,8,6
19169,1,3,2,12,12,8,6
19170,2,2,2,12,12,6,6
19171,2,2,2,14,14,6,6
19172,2,2,1,14,16,6,4
19173,2,2,1,14,16,6,4
19174,2,3,1,11,10,7,5
19175,2,3,1,11,10,7,5
19176,2,3,2,13,13,6,6
19177,2,3,2,12,12,5,5
19178,2,2,1,11,11,8,4
19179,2,2,1,11,11,8,4
19180,2,2,1,14,13,5,4
19181,2,2,1,14,13,5,4
19182,1,2,1,11,11,5,5
19183,1,2,1,11,11,5,5
19184,2,3,2,17,17,6,6
19185,1,2,2,17,16,7,5
19186,1,2,2,17,16,7,5
19187,1,2,1,9,9,8,8
19188,2,2,2,18,18,5,5
19189,1,3,2,15,15,8,1
19190,1,3,2,15,15,8,1
19191,2,1,2,12,12,6,6
19192,1,3,2,15,18,8,6
19193,1,3,2,15,18,8,6
19194,1,1,1,15,15,8,8
19195,2,2,2,9,9,2,2
19196,1,2,1,21,21,6,6
19197,2,2,1,10,14,5,5
19198,2,2,1,10,14,5,5
19199,2,3,2,18,18,8,8
19200,2,3,1,15,16,8,6
19201,2,3,1,15,16,8,6
19202,1,2,2,15,15,8,4
19203,1,2,2,15,15,8,4
19204,1,0,1,15,15,3,3
19205,2,2,1,8,18,3,3
19206,2,2,1,8,18,3,3
19207,1,2,1,18,18,8,8
19208,2,2,1,10,10,6,3
19209,2,2,1,10,10,6,3
19210,2,2,1,17,17,3,2
19211,2,2,1,17,17,3,2
19212,1,2,1,16,16,8,8
19213,1,1,1,11,11,8,8
19214,2,2,1,9,10,5,5
19215,2,2,1,9,10,5,5
19216,1,2,1,20,20,6,6
19217,2,1,1,19,20,6,5
19218,2,1,1,19,20,6,5
19219,2,2,2,14,6,6,2
19220,2,2,2,14,6,6,2
19221,1,2,1,13,13,8,8
19222,1,1,1,17,17,8,8
19223,2,2,2,16,16,5,5
19224,2,1,2,12,12,3,3
19225,2,2,1,17,16,2,1
19226,2,2,1,17,16,2,1
19227,2,2,1,8,9,5,2
19228,2,2,1,8,9,5,2
19229,2,2,1,9,10,8,8
19230,2,2,1,9,10,8,8
19231,1,2,2,10,9,5,4
19232,1,2,2,10,9,5,4
19233,2,2,2,17,17,3,3
19234,2,2,1,10,10,8,8
19235,2,2,1,10,10,8,8
19236,2,3,2,13,13,8,8
19237,2,2,2,14,14,8,8
19238,1,2,1,9,10,8,5
19239,1,2,1,9,10,8,5
19240,1,2,2,18,14,8,5
19241,1,2,2,18,14,8,5
19242,2,2,2,18,18,7,7
19243,1,3,1,13,13,8,8
19244,1,2,1,13,13,8,8
19245,1,2,1,8,8,2,1
19246,1,2,1,8,8,2,1
19247,1,2,1,14,14,8,8
19248,1,2,1,23,23,4,4
19249,2,2,1,15,17,8,5
19250,2,2,1,15,17,8,5
19251,2,2,2,12,12,8,8
19252,1,2,2,9,10,8,6
19253,1,2,2,9,10,8,6
19254,1,2,2,11,10,8,5
19255,1,2,2,11,10,8,5
19256,2,2,1,15,16,8,3
19257,2,2,1,15,16,8,3
19258,1,2,1,13,13,3,3
19259,2,1,2,12,12,8,8
19260,1,2,1,14,14,8,8
19261,2,2,2,12,12,3,2
19262,2,2,2,12,12,3,2
19263,1,2,1,16,16,8,8
19264,2,1,2,15,15,8,8
19265,1,2,2,18,18,8,6
19266,1,2,2,18,18,8,6
19267,1,1,1,13,13,8,8
19268,2,2,2,9,8,6,5
19269,2,2,2,9,8,6,5
19270,2,2,2,9,9,3,3
19271,2,2,2,12,12,8,8
19272,2,2,1,10,9,7,7
19273,2,2,1,10,9,7,7
19274,2,2,1,10,11,8,8
19275,2,2,1,10,11,8,8
19276,2,2,2,17,17,3,3
19277,1,2,2,13,13,6,6
19278,1,2,2,13,13,6,6
19279,1,2,1,14,14,8,8
19280,1,2,2,17,12,8,2
19281,1,2,2,17,12,8,2
19282,2,2,1,15,14,8,6
19283,2,2,1,15,14,8,6
19284,2,2,2,10,8,5,5
19285,2,2,2,10,8,5,5
19286,2,3,1,14,16,7,7
19287,2,3,1,14,16,7,7
19288,1,2,2,12,12,8,6
19289,1,2,2,12,12,8,6
19290,1,2,1,19,19,5,5
19291,2,2,1,9,17,5,5
19292,2,2,1,9,17,5,5
19293,1,4,2,13,12,8,8
19294,1,4,2,13,12,8,8
19295,2,1,2,12,12,6,6
19296,1,2,1,19,19,8,8
19297,1,2,1,15,15,4,4
19298,1,2,2,12,11,8,8
19299,1,2,2,12,11,8,8
19300,1,2,2,13,13,1,1
19301,1,2,2,13,13,1,1
19302,2,3,2,13,13,6,6
19303,2,2,2,15,15,4,4
19304,2,0,2,13,13,7,7
19305,1,2,2,12,12,6,4
19306,1,2,2,12,12,6,4
19307,1,2,1,10,10,5,5
19308,1,2,1,10,10,5,5
19309,2,2,1,14,14,8,8
19310,2,2,1,14,14,8,8
19311,2,0,2,10,16,2,2
19312,2,0,2,10,16,2,2
19313,2,3,1,13,16,8,6
19314,2,3,1,13,16,8,6
19315,1,2,2,11,11,8,8
19316,1,2,2,11,11,8,8
19317,1,2,2,15,15,4,2
19318,1,2,2,15,15,4,2
19319,2,3,1,13,6,8,1
19320,2,3,1,13,6,8,1
19321,2,2,2,13,9,6,4
19322,2,2,2,13,9,6,4
19323,1,1,1,13,13,8,8
19324,2,1,2,15,15,5,5
19325,1,2,1,9,9,5,5
19326,1,2,1,9,9,5,5
19327,1,2,2,12,10,5,5
19328,1,2,2,12,10,5,5
19329,2,1,2,13,13,5,5
19330,1,3,2,15,17,5,3
19331,1,3,2,15,17,5,3
19332,1,2,2,10,10,8,6
19333,1,2,2,10,10,8,6
19334,1,1,1,22,22,5,5
19335,1,2,2,13,11,8,2
19336,1,2,2,13,11,8,2
19337,1,3,1,15,15,4,4
19338,1,2,2,16,16,8,5
19339,1,2,2,16,16,8,5
19340,2,1,2,12,12,6,6
19341,2,2,1,15,17,8,5
19342,2,2,1,15,17,8,5
19343,2,2,1,12,11,8,8
19344,2,2,1,12,11,8,8
19345,2,2,2,10,10,4,4
19346,1,3,2,15,13,8,5
19347,1,3,2,15,13,8,5
19348,1,3,1,7,7,1,1
19349,2,2,2,15,15,6,6
19350,2,2,2,6,6,1,1
19351,1,2,2,9,9,8,8
19352,1,2,2,9,9,8,8
19353,1,3,1,15,15,8,8
19354,1,2,1,18,18,8,8
19355,2,2,1,14,13,6,2
19356,2,2,1,14,13,6,2
19357,2,2,2,12,12,2,2
19358,2,3,2,14,6,6,1
19359,2,3,2,14,6,6,1
19360,2,1,2,19,20,8,4
19361,2,1,2,19,20,8,4
19362,2,2,2,17,17,8,8
19363,1,2,2,16,15,8,8
19364,1,2,2,16,15,8,8
19365,2,2,1,8,8,5,3
19366,2,2,1,8,8,5,3
19367,1,2,2,13,13,8,8
19368,1,2,2,13,13,8,8
19369,1,2,2,10,9,8,5
19370,1,2,2,10,9,8,5
19371,1,3,1,10,10,8,8
19372,1,2,1,17,17,8,8
19373,1,2,2,13,11,8,2
19374,1,2,2,13,11,8,2
19375,1,2,2,10,10,8,8
19376,1,2,2,10,10,8,8
19377,1,4,1,13,13,8,8
19378,1,2,1,13,23,6,3
19379,1,2,1,13,23,6,3
19380,2,2,2,15,8,5,3
19381,2,2,2,15,8,5,3
19382,2,2,1,15,15,8,8
19383,2,2,1,15,15,8,8
19384,1,1,1,7,7,2,2
19385,1,3,2,14,14,8,8
19386,1,3,2,14,14,8,8
19387,1,2,2,10,9,8,8
19388,1,2,2,10,9,8,8
19389,1,2,1,15,15,8,8
19390,2,2,1,14,6,8,1
19391,2,2,1,14,6,8,1
19392,1,2,2,12,12,8,8
19393,1,2,2,12,12,8,8
19394,1,0,2,11,12,8,5
19395,1,0,2,11,12,8,5
19396,1,2,1,12,12,8,8
19397,1,1,1,21,21,8,8
19398,1,2,2,13,12,8,8
19399,1,2,2,13,12,8,8
19400,1,2,2,17,15,8,8
19401,1,2,2,17,15,8,8
19402,1,3,1,15,15,8,8
19403,1,3,1,18,18,4,4
19404,2,2,2,8,8,4,4
19405,2,2,2,17,17,6,6
19406,2,1,2,13,13,8,8
19407,1,2,1,15,15,8,8
19408,1,2,2,10,9,8,3
19409,1,2,2,10,9,8,3
19410,2,5,1,22,22,8,4
19411,2,5,1,22,22,8,4
19412,2,4,1,15,15,8,8
19413,2,4,1,15,15,8,8
19414,2,2,1,8,8,5,3
19415,2,2,1,8,8,5,3
19416,2,3,1,17,16,8,8
19417,2,3,1,17,16,8,8
19418,1,3,1,15,15,8,8
19419,1,1,2,10,11,4,2
19420,1,1,2,10,11,4,2
19421,2,2,1,15,15,8,4
19422,2,2,1,15,15,8,4
19423,2,2,1,13,13,8,8
19424,2,2,1,13,13,8,8
19425,2,1,2,12,12,4,4
19426,1,2,2,14,9,4,3
19427,1,2,2,14,9,4,3
19428,1,2,1,14,14,8,8
19429,1,1,1,8,8,8,8
19430,2,2,2,13,13,8,8
19431,2,2,2,10,11,6,5
19432,2,2,2,10,11,6,5
19433,2,1,2,10,10,5,5
19434,2,1,2,11,11,6,6
19435,2,2,2,17,17,8,8
19436,1,2,1,9,9,5,5
19437,2,6,1,14,15,8,8
19438,2,6,1,14,15,8,8
19439,2,1,2,12,12,8,8
19440,2,2,1,14,15,8,8
19441,2,2,1,14,15,8,8
19442,2,2,2,17,7,8,2
19443,2,2,2,17,7,8,2
19444,1,2,2,16,16,8,8
19445,1,2,2,16,16,8,8
19446,2,1,1,14,8,5,1
19447,2,1,1,14,8,5,1
19448,2,2,2,9,9,8,8
19449,1,2,1,14,14,4,4
19450,1,1,2,12,12,8,4
19451,1,1,2,12,12,8,4
19452,1,5,1,13,13,8,8
19453,1,2,2,9,14,4,3
19454,1,2,2,9,14,4,3
19455,2,1,1,11,12,4,3
19456,2,1,1,11,12,4,3
19457,2,4,2,17,17,2,2
19458,1,3,2,9,9,8,6
19459,1,3,2,9,9,8,6
19460,1,2,2,16,9,8,3
19461,1,2,2,16,9,8,3
19462,1,2,1,12,12,8,8
19463,2,2,1,17,15,5,2
19464,2,2,1,17,15,5,2
19465,1,2,2,16,15,4,4
19466,1,2,2,16,15,4,4
19467,2,1,2,11,11,6,6
19468,2,2,2,10,10,5,5
19469,1,2,1,20,20,7,7
19470,2,2,1,8,9,7,4
19471,2,2,1,8,9,7,4
19472,1,1,1,10,10,8,8
19473,1,3,1,14,14,8,8
19474,1,4,1,8,8,5,5
19475,2,2,1,13,15,8,4
19476,2,2,1,13,15,8,4
19477,1,2,1,9,9,1,1
19478,2,2,2,15,15,7,7
19479,1,2,1,7,7,4,4
19480,1,3,2,19,15,8,8
19481,1,3,2,19,15,8,8
19482,1,4,2,14,13,8,8
19483,1,4,2,14,13,8,8
19484,2,2,2,16,16,3,3
19485,1,1,1,11,11,8,8
19486,1,2,1,14,14,2,2
19487,2,1,2,10,10,3,3
19488,1,2,2,9,9,6,6
19489,1,2,2,9,9,6,6
19490,1,2,2,13,12,8,6
19491,1,2,2,13,12,8,6
19492,2,2,2,14,14,6,6
19493,1,2,1,16,16,8,8
19494,1,2,2,14,16,8,3
19495,1,2,2,14,16,8,3
19496,1,2,2,10,10,8,7
19497,1,2,2,10,10,8,7
19498,1,2,1,10,10,8,8
19499,1,2,1,14,14,8,8
19500,1,2,1,17,17,7,7
19501,1,2,1,10,10,4,4
19502,1,2,2,12,14,8,3
19503,1,2,2,12,14,8,3
19504,1,2,1,16,16,8,8
19505,2,2,1,16,17,8,8
19506,2,2,1,16,17,8,8
19507,1,2,2,14,17,8,4
19508,1,2,2,14,17,8,4
19509,1,2,2,15,15,8,8
19510,1,2,2,15,15,8,8
19511,1,2,1,8,8,6,6
19512,1,2,1,8,8,6,6
19513,1,2,2,11,10,5,5
19514,1,2,2,11,10,5,5
19515,1,2,1,16,16,8,8
19516,2,3,1,17,11,5,2
19517,2,3,1,17,11,5,2
19518,2,2,1,12,12,8,8
19519,2,2,1,12,12,8,8
19520,1,2,2,15,14,6,6
19521,1,2,2,15,14,6,6
19522,1,2,2,14,16,8,8
19523,1,2,2,14,16,8,8
19524,1,2,1,15,15,3,1
19525,1,2,1,15,15,3,1
19526,1,2,2,16,15,8,4
19527,1,2,2,16,15,8,4
19528,2,2,2,17,12,5,5
19529,2,2,2,17,12,5,5
19530,1,2,2,9,9,7,7
19531,1,2,2,9,9,7,7
19532,1,4,2,18,18,8,6
19533,1,4,2,18,18,8,6
19534,1,1,1,15,15,8,8
19535,2,2,1,13,16,6,4
19536,2,2,1,13,16,6,4
19537,1,4,2,15,15,8,7
19538,1,4,2,15,15,8,7
19539,1,1,1,14,14,6,6
19540,2,2,1,6,7,4,2
19541,2,2,1,6,7,4,2
19542,1,1,1,9,9,4,4
19543,1,2,1,11,11,5,5
19544,2,2,2,15,15,4,4
19545,2,4,1,14,14,6,6
19546,2,4,1,14,14,6,6
19547,1,2,1,12,12,7,7
19548,1,1,1,17,17,4,4
19549,2,2,1,15,15,7,5
19550,2,2,1,15,15,7,5
19551,1,2,1,17,17,3,3
19552,2,2,2,19,19,6,6
19553,2,2,1,10,12,5,1
19554,2,2,1,10,12,5,1
19555,2,2,2,9,9,5,5
19556,1,3,1,12,12,2,2
19557,2,2,2,9,9,4,4
19558,1,2,1,14,14,8,8
19559,1,2,1,20,20,2,2
19560,1,2,2,10,10,8,8
19561,1,2,2,10,10,8,8
19562,1,1,1,6,6,1,1
19563,2,2,2,19,19,3,3
19564,1,3,2,13,14,5,4
19565,1,3,2,13,14,5,4
19566,1,1,1,10,10,6,6
19567,2,1,2,10,10,6,6
19568,1,1,1,14,14,6,6
19569,1,2,1,10,10,6,3
19570,1,2,1,10,10,6,3
19571,2,1,2,9,9,2,2
19572,1,2,1,10,10,6,4
19573,1,2,1,10,10,6,4
19574,1,2,2,10,9,8,4
19575,1,2,2,10,9,8,4
19576,1,2,2,9,9,6,5
19577,1,2,2,9,9,6,5
19578,2,1,2,17,16,5,5
19579,2,1,2,17,16,5,5
19580,1,2,2,17,18,6,5
19581,1,2,2,17,18,6,5
19582,1,1,2,12,13,8,3
19583,1,1,2,12,13,8,3
19584,2,3,2,11,11,6,6
19585,1,2,2,10,10,8,5
19586,1,2,2,10,10,8,5
19587,1,2,2,10,9,8,6
19588,1,2,2,10,9,8,6
19589,2,2,1,14,15,6,6
19590,2,2,1,14,15,6,6
19591,1,2,1,20,20,8,8
19592,1,3,2,20,17,6,1
19593,1,3,2,20,17,6,1
19594,2,0,2,15,15,5,5
19595,1,2,1,9,9,7,7
19596,2,2,1,10,10,8,5
19597,2,2,1,10,10,8,5
19598,1,1,1,10,10,5,5
19599,1,2,2,12,12,6,6
19600,1,2,2,12,12,6,6
19601,1,2,2,13,13,7,5
19602,1,2,2,13,13,7,5
19603,1,2,2,10,9,8,6
19604,1,2,2,10,9,8,6
19605,2,2,2,17,17,8,8
19606,1,2,2,11,10,8,5
19607,1,2,2,11,10,8,5
19608,1,2,2,10,12,7,6
19609,1,2,2,10,12,7,6
19610,2,4,1,13,13,7,6
19611,2,4,1,13,13,7,6
19612,2,1,1,10,11,7,4
19613,2,1,1,10,11,7,4
19614,1,2,1,17,17,6,6
19615,2,2,1,8,8,3,3
19616,2,2,1,8,8,3,3
19617,1,2,1,15,15,8,8
19618,1,3,2,13,13,8,8
19619,1,3,2,13,13,8,8
19620,1,3,2,16,15,8,8
19621,1,3,2,16,15,8,8
19622,1,2,2,15,14,8,1
19623,1,2,2,15,14,8,1
19624,1,2,1,21,21,8,8
19625,1,2,2,15,16,8,8
19626,1,2,2,15,16,8,8
19627,1,2,2,9,9,7,6
19628,1,2,2,9,9,7,6
19629,1,2,2,10,8,5,1
19630,1,2,2,10,8,5,1
19631,1,0,2,9,9,7,4
19632,1,0,2,9,9,7,4
19633,1,2,2,19,12,8,4
19634,1,2,2,19,12,8,4
19635,2,2,2,9,9,7,6
19636,2,2,2,9,9,7,6
19637,1,2,2,10,9,8,3
19638,1,2,2,10,9,8,3
19639,2,1,2,8,8,6,6
19640,2,2,2,17,17,7,7
19641,2,2,2,9,9,4,4
19642,1,3,2,20,19,8,5
19643,1,3,2,20,19,8,5
19644,1,3,1,13,13,1,1
19645,1,2,1,13,13,8,8
19646,1,2,1,13,14,3,3
19647,1,2,1,13,14,3,3
19648,2,1,2,12,12,8,8
19649,1,2,1,9,10,6,5
19650,1,2,1,9,10,6,5
19651,1,2,2,10,9,8,1
19652,1,2,2,10,9,8,1
19653,1,2,2,8,6,3,1
19654,1,2,2,8,6,3,1
19655,2,2,1,14,13,5,5
19656,2,2,1,14,13,5,5
19657,2,1,2,9,9,3,3
19658,1,2,2,11,10,8,6
19659,1,2,2,11,10,8,6
19660,1,2,2,10,10,8,6
19661,1,2,2,10,10,8,6
19662,1,3,2,14,14,6,5
19663,1,3,2,14,14,6,5
19664,2,2,1,9,9,6,4
19665,2,2,1,9,9,6,4
19666,1,2,2,9,9,7,4
19667,1,2,2,9,9,7,4
19668,1,2,1,12,12,5,5
19669,1,3,2,12,10,6,3
19670,1,3,2,12,10,6,3
19671,2,1,2,13,13,6,6
19672,2,2,2,13,13,8,7
19673,2,2,2,13,13,8,7
19674,1,2,2,9,9,6,4
19675,1,2,2,9,9,6,4
19676,1,2,2,12,11,8,5
19677,1,2,2,12,11,8,5
19678,2,1,2,9,9,6,6
19679,1,3,2,12,12,8,8
19680,1,3,2,12,12,8,8
19681,2,2,1,19,20,6,4
19682,2,2,1,19,20,6,4
19683,2,0,2,9,9,6,6
19684,1,2,2,19,18,4,4
19685,1,2,2,19,18,4,4
19686,2,2,1,17,15,7,6
19687,2,2,1,17,15,7,6
19688,2,2,2,11,11,5,5
19689,1,2,1,17,17,8,8
19690,1,2,1,20,20,5,5
19691,1,1,1,8,8,2,2
19692,2,2,1,13,14,8,7
19693,2,2,1,13,14,8,7
19694,2,2,2,16,16,8,8
19695,2,3,2,13,13,5,5
19696,2,1,2,11,11,4,4
19697,1,3,1,14,14,8,8
19698,2,2,1,13,13,7,5
19699,2,2,1,13,13,7,5
19700,1,2,1,13,13,8,8
19701,2,2,2,19,19,6,6
19702,2,2,1,12,12,8,8
19703,2,2,1,12,12,8,8
19704,2,4,1,11,10,8,6
19705,2,4,1,11,10,8,6
19706,2,2,2,14,14,5,5
19707,1,1,2,9,9,4,4
19708,1,1,2,9,9,4,4
19709,2,1,2,19,19,8,8
19710,1,3,2,16,17,6,6
19711,1,3,2,16,17,6,6
19712,1,1,2,13,4,2,1
19713,1,1,2,13,4,2,1
19714,1,1,2,15,16,1,1
19715,1,1,2,15,16,1,1
19716,2,2,1,10,10,8,8
19717,2,2,1,10,10,8,8
19718,1,2,2,17,16,8,3
19719,1,2,2,17,16,8,3
19720,2,2,1,15,7,5,4
19721,2,2,1,15,7,5,4
19722,2,2,1,11,11,6,5
19723,2,2,1,11,11,6,5
19724,2,2,1,14,11,3,1
19725,2,2,1,14,11,3,1
19726,1,2,1,12,12,4,4
19727,1,2,1,12,12,8,8
19728,1,3,2,12,13,6,5
19729,1,3,2,12,13,6,5
19730,1,2,2,10,10,8,6
19731,1,2,2,10,10,8,6
19732,2,3,1,19,14,6,4
19733,2,3,1,19,14,6,4
19734,1,4,1,11,11,8,8
19735,2,2,2,15,5,8,1
19736,2,2,2,15,5,8,1
19737,1,2,1,12,12,5,5
19738,1,2,2,15,16,8,8
19739,1,2,2,15,16,8,8
19740,2,2,1,9,9,5,4
19741,2,2,1,9,9,5,4
19742,2,2,2,8,8,1,1
19743,1,3,1,11,10,5,4
19744,1,3,1,11,10,5,4
19745,1,2,2,13,14,6,3
19746,1,2,2,13,14,6,3
19747,2,2,2,9,9,1,1
19748,2,2,2,14,8,8,1
19749,2,2,2,14,8,8,1
19750,1,2,2,8,6,5,3
19751,1,2,2,8,6,5,3
19752,2,2,1,10,10,6,4
19753,2,2,1,10,10,6,4
19754,1,2,1,10,10,8,8
19755,1,2,2,14,14,3,2
19756,1,2,2,14,14,3,2
19757,2,2,1,9,9,8,3
19758,2,2,1,9,9,8,3
19759,1,2,1,20,15,8,3
19760,1,2,1,20,15,8,3
19761,1,2,2,14,14,8,6
19762,1,2,2,14,14,8,6
19763,1,2,1,12,12,8,8
19764,2,3,1,11,13,2,1
19765,2,3,1,11,13,2,1
19766,2,2,1,10,12,6,4
19767,2,2,1,10,12,6,4
19768,1,2,1,17,17,2,2
19769,1,1,1,10,10,8,8
19770,2,2,1,13,14,8,6
19771,2,2,1,13,14,8,6
19772,1,1,1,12,12,7,7
19773,2,1,2,17,17,7,7
19774,2,3,1,13,15,7,6
19775,2,3,1,13,15,7,6
19776,2,2,1,15,13,4,3
19777,2,2,1,15,13,4,3
19778,1,2,1,13,13,8,8
19779,1,2,1,5,5,4,4
19780,1,2,1,21,21,3,3
19781,2,3,2,15,9,8,5
19782,2,3,2,15,9,8,5
19783,1,2,2,15,13,8,3
19784,1,2,2,15,13,8,3
19785,2,2,2,9,9,5,5
19786,2,2,1,13,14,8,8
19787,2,2,1,13,14,8,8
19788,1,3,1,15,15,6,6
19789,1,2,2,9,9,6,4
19790,1,2,2,9,9,6,4
19791,2,2,1,13,13,6,5
19792,2,2,1,13,13,6,5
19793,1,2,1,13,13,8,8
19794,1,2,2,9,8,6,4
19795,1,2,2,9,8,6,4
19796,1,2,2,14,13,8,8
19797,1,2,2,14,13,8,8
19798,1,3,2,13,16,5,5
19799,1,3,2,13,16,5,5
19800,2,2,2,9,9,5,5
19801,1,3,2,14,14,8,8
19802,1,3,2,14,14,8,8
19803,2,2,1,15,15,8,7
19804,2,2,1,15,15,8,7
19805,2,2,1,14,10,7,3
19806,2,2,1,14,10,7,3
19807,1,2,1,20,20,8,8
19808,1,2,1,15,15,8,8
19809,1,3,2,15,15,6,4
19810,1,3,2,15,15,6,4
19811,1,3,1,15,15,8,8
19812,1,1,2,14,14,8,1
19813,1,1,2,14,14,8,1
19814,1,2,1,8,8,3,3
19815,2,3,2,16,16,2,2
19816,2,1,2,9,9,4,4
19817,1,2,2,20,17,4,3
19818,1,2,2,20,17,4,3
19819,2,2,2,17,17,4,4
19820,2,1,2,14,14,3,3
19821,2,1,2,10,10,2,2
19822,2,2,2,11,11,8,8
19823,2,2,1,10,10,8,7
19824,2,2,1,10,10,8,7
19825,1,2,2,9,10,7,5
19826,1,2,2,9,10,7,5
19827,1,2,2,17,4,7,1
19828,1,2,2,17,4,7,1
19829,1,2,1,10,10,6,6
19830,1,3,2,14,14,8,7
19831,1,3,2,14,14,8,7
19832,1,3,1,12,12,5,5
19833,1,2,1,9,9,8,8
19834,1,2,2,9,9,5,5
19835,1,2,2,9,9,5,5
19836,1,2,2,14,14,8,3
19837,1,2,2,14,14,8,3
19838,1,2,2,10,10,8,6
19839,1,2,2,10,10,8,6
19840,1,2,1,11,11,4,4
19841,1,0,1,11,11,1,1
19842,1,3,1,19,19,8,8
19843,1,2,1,14,14,8,8
19844,1,1,2,10,10,6,1
19845,1,1,2,10,10,6,1
19846,1,2,1,11,11,8,8
19847,2,1,2,10,10,6,6
19848,2,2,1,10,10,5,1
19849,2,2,1,10,10,5,1
19850,2,2,2,15,15,8,8
19851,1,3,2,20,19,8,4
19852,1,3,2,20,19,8,4
19853,1,1,1,9,9,6,6
19854,1,2,1,10,11,8,5
19855,1,2,1,10,11,8,5
19856,2,2,2,15,15,8,8
19857,1,3,2,13,12,8,8
19858,1,3,2,13,12,8,8
19859,1,2,2,10,8,8,1
19860,1,2,2,10,8,8,1
19861,1,2,2,13,12,6,4
19862,1,2,2,13,12,6,4
19863,2,2,1,13,10,7,5
19864,2,2,1,13,10,7,5
19865,1,2,2,15,15,5,1
19866,1,2,2,15,15,5,1
19867,1,1,1,10,10,8,8
19868,2,0,2,14,14,3,3
19869,1,3,1,14,14,8,8
19870,2,2,2,8,8,3,3
19871,2,2,2,8,8,3,3
19872,1,3,1,14,14,8,8
19873,2,1,2,14,14,5,5
19874,1,2,2,11,8,7,2
19875,1,2,2,11,8,7,2
19876,1,2,1,11,9,6,6
19877,1,2,1,11,9,6,6
19878,1,2,1,9,9,5,5
19879,1,2,2,14,14,8,7
19880,1,2,2,14,14,8,7
19881,1,2,2,9,9,6,6
19882,1,2,2,9,9,6,6
19883,2,2,1,17,12,5,3
19884,2,2,1,17,12,5,3
19885,1,2,1,12,12,8,8
19886,1,4,2,15,14,6,4
19887,1,4,2,15,14,6,4
19888,1,2,1,12,12,8,8
19889,1,1,2,10,9,5,1
19890,1,1,2,10,9,5,1
19891,1,2,2,19,15,3,1
19892,1,2,2,19,15,3,1
19893,2,2,2,8,8,1,1
19894,1,2,2,15,15,8,6
19895,1,2,2,15,15,8,6
19896,1,2,2,9,9,8,8
19897,1,2,2,9,9,8,8
19898,2,3,1,14,8,7,2
19899,2,3,1,14,8,7,2
19900,1,2,1,14,9,8,1
19901,1,2,1,14,9,8,1
19902,1,2,2,12,12,3,1
19903,1,2,2,12,12,3,1
19904,1,2,2,11,10,8,4
19905,1,2,2,11,10,8,4
19906,1,2,1,15,15,8,8
19907,1,2,2,9,9,8,1
19908,1,2,2,9,9,8,1
