,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
860,1,1,2,10,10,7,4
861,1,0,1,10,10,3,2
862,1,1,2,15,15,8,4
863,2,0,1,11,11,5,5
864,1,1,1,8,11,3,3
865,1,1,2,10,10,5,5
866,2,1,2,9,10,7,5
867,1,2,1,11,14,8,6
868,1,1,1,9,9,5,2
869,2,0,1,13,9,5,2
870,2,2,1,17,14,7,5
871,2,0,2,10,13,6,5
872,1,2,2,9,16,5,5
873,1,1,2,15,14,5,4
874,2,0,2,10,10,5,1
875,2,2,1,10,9,2,2
876,2,2,1,17,17,5,3
877,1,1,1,10,10,5,5
878,2,2,1,9,8,1,1
879,1,1,2,11,10,3,2
880,2,3,1,15,9,8,1
881,2,2,1,11,12,4,4
882,2,1,1,9,10,8,1
883,2,1,1,10,10,6,4
884,2,1,1,11,12,5,5
885,1,2,1,13,13,8,7
886,1,2,2,17,16,8,6
887,2,3,1,14,14,8,4
888,1,2,2,9,9,6,5
889,1,2,2,14,12,8,5
890,1,2,2,11,10,8,8
891,2,2,1,10,10,8,4
892,1,2,2,10,10,5,4
893,1,2,2,12,10,8,8
894,1,2,2,16,15,8,6
895,1,1,2,12,9,8,6
896,1,2,2,17,18,8,2
897,1,2,2,11,10,8,7
898,1,2,2,12,12,6,3
899,1,2,1,13,14,8,8
900,2,3,1,19,16,6,6
901,1,2,2,19,15,8,2
902,1,2,2,10,10,6,5
903,1,2,1,13,12,7,6
904,2,2,1,15,15,8,8
905,1,3,1,19,19,7,4
906,2,1,1,10,11,8,6
907,1,2,2,19,19,8,5
908,1,2,2,10,10,8,6
909,1,2,2,13,14,8,4
910,1,3,2,13,17,8,6
911,1,2,2,15,15,8,5
912,1,2,2,17,17,8,5
913,2,3,1,10,11,7,4
914,1,2,2,15,14,7,5
915,1,1,1,10,10,7,4
916,1,1,2,9,9,5,4
917,1,3,2,10,9,7,5
918,1,2,2,10,10,5,5
919,2,1,2,12,7,4,4
920,1,1,2,10,10,6,6
921,1,2,1,14,14,5,5
922,1,3,2,10,9,8,8
923,2,2,1,20,15,7,7
924,2,1,1,9,9,4,3
925,1,1,2,10,10,8,8
926,1,3,2,15,13,8,6
927,1,2,2,15,14,7,5
928,2,2,1,15,17,8,7
929,2,2,1,11,10,7,1
930,1,2,2,16,15,8,8
931,1,2,2,15,15,8,8
932,1,3,1,13,12,8,8
933,2,2,1,18,19,8,8
934,2,2,1,13,14,8,5
935,1,2,2,11,11,8,4
936,1,4,2,15,15,8,8
937,2,2,1,12,13,8,3
938,1,2,2,10,10,8,4
939,1,3,2,15,14,8,5
940,2,2,1,12,12,8,8
941,2,2,1,10,10,8,8
942,1,3,2,18,18,8,7
943,1,5,2,14,15,8,8
944,1,2,2,18,16,8,4
945,1,2,2,12,11,8,5
946,2,3,1,15,15,8,8
947,2,2,2,14,15,8,8
948,1,0,1,9,9,5,2
949,1,2,1,15,11,8,8
950,2,3,1,15,15,7,5
951,1,2,2,13,14,8,8
952,1,1,2,10,10,8,4
953,1,2,2,11,10,8,8
954,2,1,1,12,12,5,4
955,1,2,2,10,10,7,4
956,2,2,2,13,13,8,4
957,2,2,1,13,13,8,8
958,2,1,1,10,10,6,6
959,1,2,2,10,10,8,6
960,2,2,1,11,12,7,7
961,1,2,2,14,14,8,8
962,1,2,2,14,14,8,8
963,1,3,2,15,15,8,8
964,1,1,2,9,8,5,4
965,2,0,1,14,16,8,8
966,1,2,2,13,11,8,8
967,2,2,1,14,15,8,1
968,1,2,2,14,15,8,5
969,1,2,1,18,17,8,2
970,1,3,2,17,14,8,5
971,2,2,2,15,15,8,5
972,1,2,2,14,14,8,8
973,2,3,1,15,14,8,8
974,2,2,1,17,17,8,8
975,2,2,1,14,13,8,3
976,2,1,2,10,10,6,4
977,1,3,2,17,15,6,5
978,1,4,2,13,12,8,8
979,1,2,1,10,9,8,7
980,1,2,2,13,11,8,8
981,1,0,2,18,18,8,8
982,2,2,1,9,9,5,4
983,2,1,2,12,19,6,2
984,2,2,2,16,15,8,8
985,2,3,1,19,20,8,8
986,1,2,2,16,14,8,3
987,1,3,2,15,14,8,4
988,1,2,2,14,15,8,8
989,2,2,2,10,15,4,4
990,1,1,2,9,9,8,6
991,1,1,2,14,11,8,7
992,1,2,2,19,17,8,4
993,2,2,1,15,16,8,5
994,2,2,1,9,10,5,5
995,1,2,1,13,15,8,5
996,2,2,2,15,13,8,8
997,1,5,2,15,15,5,2
998,2,3,1,16,17,8,8
999,1,2,2,10,9,5,5
1000,2,1,1,15,15,8,6
1001,1,1,2,11,11,8,7
1002,1,1,2,17,15,8,8
1003,2,2,1,11,10,7,3
1004,1,2,2,16,17,8,8
1005,1,5,2,15,15,6,6
1006,1,2,2,16,18,8,6
1007,1,2,2,12,9,8,6
1008,1,2,2,10,10,8,8
1009,1,2,2,17,16,8,8
1010,1,2,2,10,10,6,5
1011,1,2,2,15,14,8,1
1012,1,0,2,11,9,8,5
1013,2,3,2,12,18,8,6
1014,2,2,1,10,10,8,6
1015,1,2,2,19,16,7,6
1016,1,2,2,9,10,6,6
1017,1,2,2,12,14,8,3
1018,1,2,1,15,15,8,1
1019,1,2,1,19,14,8,8
1020,1,2,2,12,10,8,8
1021,2,1,1,15,16,8,2
1022,2,2,2,11,11,8,5
1023,2,2,1,15,15,8,2
1024,1,2,2,13,14,8,8
1025,1,1,2,10,9,6,6
1026,2,1,1,14,14,5,1
1027,1,1,2,12,11,8,8
1028,1,2,2,13,12,8,8
1029,1,3,2,17,15,8,4
1030,1,1,2,12,11,8,8
1031,1,3,1,12,12,5,5
1032,1,1,2,11,11,8,6
1033,1,1,2,14,17,6,5
1034,2,2,1,16,8,6,1
1035,1,1,2,9,10,6,5
1036,1,3,2,18,17,8,3
1037,1,1,2,11,10,8,8
1038,1,2,2,10,10,8,8
1039,1,3,2,16,15,7,5
1040,2,1,1,10,11,8,8
1041,2,2,1,10,12,8,8
1042,1,2,2,11,11,8,1
1043,2,5,1,17,18,8,6
1044,2,2,1,9,9,7,4
1045,2,1,1,12,12,8,6
1046,1,3,2,17,16,8,5
1047,2,1,1,12,13,8,3
1048,2,2,1,14,15,8,4
1049,1,2,2,16,15,7,1
1050,2,4,1,14,15,8,5
1051,1,2,2,15,15,6,4
1052,2,2,1,14,14,8,8
1053,1,3,2,14,13,8,5
1054,2,2,2,13,15,8,2
1055,1,2,2,12,10,8,5
1056,2,2,1,14,13,8,8
1057,2,5,1,18,5,8,1
1058,2,3,1,10,11,6,5
1059,1,1,2,13,14,8,4
1060,2,2,1,10,10,8,8
1061,1,1,2,11,10,5,3
1062,1,1,1,10,11,6,5
1063,1,2,2,9,10,8,2
1064,2,2,1,15,14,8,1
1065,1,2,2,15,15,8,5
1066,1,2,2,15,16,8,6
1067,2,2,1,12,13,8,5
1068,2,1,1,12,13,8,6
1069,1,2,2,13,15,3,3
1070,1,3,2,21,17,8,8
1071,2,2,1,17,19,8,4
1072,2,2,1,10,9,6,5
1073,2,2,1,12,13,8,1
1074,2,4,1,13,14,8,8
1075,1,1,2,10,9,8,5
1076,2,2,1,15,15,8,8
1077,1,1,1,9,9,1,1
1078,1,1,2,9,9,8,7
1079,2,4,1,14,14,8,5
1080,1,4,2,15,15,8,5
1081,1,1,2,9,9,5,5
1082,2,2,2,15,15,8,8
1083,2,2,1,11,13,6,5
1084,2,2,2,9,12,8,7
1085,2,2,1,14,15,8,6
1086,2,2,2,14,15,8,6
1087,1,2,2,15,11,8,8
1088,2,2,1,15,15,8,5
1089,2,2,1,17,16,8,8
1090,2,1,1,18,18,8,5
1091,2,1,1,10,13,5,2
1092,2,2,1,14,13,8,8
1093,1,2,2,13,11,8,6
1094,1,2,2,11,11,8,8
1095,1,2,2,9,10,6,4
1096,2,2,1,9,9,6,4
1097,1,2,2,15,15,8,3
1098,1,2,2,14,13,6,5
1099,2,3,1,10,10,8,1
1100,1,3,2,10,10,8,8
1101,1,0,2,13,12,8,6
1102,2,2,1,16,18,5,3
1103,1,2,2,15,14,8,8
1104,2,2,1,19,19,8,4
1105,1,2,2,13,14,8,6
1106,1,1,2,12,12,8,6
1107,2,2,1,15,15,8,8
1108,1,3,2,17,17,8,3
1109,1,2,2,12,12,7,3
1110,2,1,1,13,13,3,3
1111,1,2,2,17,15,8,4
1112,2,2,2,14,14,5,3
1113,1,3,2,16,15,8,8
1114,1,1,2,15,14,8,5
1115,2,1,1,15,17,8,1
1116,2,3,2,13,12,8,6
1117,2,2,2,15,15,8,3
1118,2,1,2,12,11,5,4
1119,1,2,1,14,13,8,8
1120,2,2,1,11,11,8,8
1121,2,1,2,11,9,6,4
1122,2,2,1,13,14,7,5
1123,2,2,1,17,18,8,6
1124,2,2,1,16,16,8,8
1125,1,3,1,14,11,8,8
1126,2,1,1,12,12,6,5
1127,1,2,1,12,8,8,2
1128,1,2,2,12,11,8,5
1129,1,2,2,18,14,8,5
1130,1,3,2,16,15,8,8
1131,2,2,1,15,15,8,3
1132,1,2,2,11,10,8,7
1133,1,2,2,17,17,8,5
1134,1,1,2,20,17,6,4
1135,2,1,1,10,10,8,8
1136,1,2,2,15,14,8,8
1137,2,2,1,9,12,8,3
1138,2,2,1,17,17,8,2
1139,1,1,2,10,9,8,3
1140,1,1,2,8,8,4,3
1141,2,2,1,14,14,8,6
1142,1,2,2,15,14,5,5
1143,2,4,1,16,14,8,6
1144,2,1,1,8,9,4,3
1145,2,2,1,15,15,8,8
1146,1,3,2,10,11,5,4
1147,1,2,2,14,13,8,7
1148,1,2,2,11,10,8,8
1149,1,3,2,17,17,8,8
1150,2,2,1,15,15,8,3
1151,2,2,1,11,10,6,5
1152,2,2,1,10,12,8,6
1153,2,1,1,14,7,5,1
1154,2,1,1,10,9,6,5
1155,1,2,2,14,15,8,3
1156,2,2,1,15,8,8,3
1157,1,2,2,17,19,8,2
1158,1,2,2,18,17,8,8
1159,1,3,2,16,15,8,4
1160,1,4,2,14,15,8,7
1161,2,1,2,9,9,5,5
1162,1,2,2,15,15,8,1
1163,1,2,2,16,13,8,5
1164,1,2,2,12,12,8,8
1165,2,2,1,14,15,8,3
1166,1,2,2,10,10,6,6
1167,1,3,2,19,17,8,5
1168,2,2,1,14,14,8,3
1169,2,2,2,9,10,5,5
1170,1,2,2,14,13,8,3
1171,2,1,1,12,12,6,5
1172,1,2,2,12,12,8,1
1173,1,2,2,13,14,8,8
1174,1,2,2,15,14,6,6
1175,1,2,2,15,15,8,7
1176,2,2,1,15,16,8,8
1177,2,3,1,15,19,8,8
1178,1,2,2,14,14,8,8
1179,2,2,1,17,21,8,3
1180,1,2,2,10,9,8,7
1181,1,2,2,19,19,8,8
1182,1,1,2,17,15,5,1
1183,2,3,1,11,10,7,5
1184,2,2,1,11,10,7,6
1185,1,2,1,10,12,7,6
1186,2,3,1,18,17,8,8
1187,2,2,1,12,12,8,5
1188,2,2,1,18,12,5,3
1189,2,2,2,15,15,8,8
1190,1,2,2,15,15,8,8
1191,2,2,1,14,9,6,3
1192,2,2,2,8,8,2,1
1193,1,2,2,12,11,8,8
1194,2,2,1,16,20,8,5
1195,1,2,2,15,15,8,7
1196,2,1,1,9,9,7,6
1197,1,2,2,14,14,8,4
1198,1,3,2,15,14,8,7
1199,1,2,2,17,15,5,5
1200,1,2,1,14,17,8,5
1201,2,2,2,14,13,8,8
1202,2,2,1,15,18,5,1
1203,2,2,1,15,10,6,5
1204,1,1,2,14,15,4,2
1205,2,1,1,10,10,8,2
1206,1,3,1,16,4,8,3
1207,1,2,2,12,12,8,6
1208,1,1,2,12,10,8,5
1209,1,3,2,16,15,8,8
1210,1,2,2,18,16,6,5
1211,2,2,1,11,11,7,6
1212,1,3,1,15,15,6,1
1213,2,2,1,16,19,8,8
1214,1,2,2,14,14,8,8
1215,2,1,1,10,11,8,8
1216,2,1,2,17,9,8,1
1217,1,2,1,16,18,6,5
1218,1,1,2,15,15,8,8
1219,2,2,1,9,9,8,6
1220,2,1,1,8,8,3,2
1221,1,2,2,10,10,4,3
1222,1,3,2,11,10,5,4
1223,1,2,2,17,15,8,3
1224,1,2,2,14,13,8,8
1225,1,2,2,15,16,8,8
1226,1,2,2,13,15,8,1
1227,1,1,2,11,13,5,3
1228,2,2,1,15,15,8,8
1229,2,2,2,14,15,8,5
1230,1,1,2,10,10,7,4
1231,1,2,2,14,15,5,4
1232,2,2,1,9,9,5,4
1233,1,1,2,11,10,8,8
1234,1,2,2,21,19,8,4
1235,2,2,2,11,14,6,1
1236,2,2,2,14,13,8,7
1237,1,2,2,14,17,6,1
1238,1,1,2,13,13,8,4
1239,1,2,2,13,13,8,8
1240,2,2,1,14,15,5,5
1241,1,3,2,15,14,8,8
1242,2,2,1,15,14,8,8
1243,2,2,1,15,10,7,6
1244,2,2,2,15,14,8,5
1245,1,2,2,19,15,8,1
1246,2,2,1,20,20,5,5
1247,2,3,1,15,15,8,7
1248,2,2,1,14,14,8,5
1249,1,2,2,17,15,8,1
1250,1,2,2,15,17,8,1
1251,1,2,1,13,15,8,4
1252,1,2,2,10,9,8,1
1253,2,2,2,13,11,6,3
1254,1,2,2,16,15,8,1
1255,2,2,1,10,12,8,4
1256,1,2,2,11,10,8,6
1257,1,1,1,9,10,4,4
1258,1,2,2,9,8,4,2
1259,2,4,1,14,4,8,1
1260,2,2,2,11,11,8,8
1261,2,1,2,12,10,3,1
1262,1,2,2,13,13,8,1
1263,2,2,2,18,9,8,4
1264,2,2,2,9,9,8,8
1265,1,2,1,17,10,6,2
1266,2,2,1,13,13,8,8
1267,1,2,2,19,17,8,5
1268,1,2,2,9,9,6,2
1269,1,2,2,12,11,8,4
1270,2,2,1,22,12,8,8
1271,2,2,2,14,6,3,1
1272,1,2,2,15,14,8,3
1273,1,1,2,10,9,8,6
1274,2,2,1,10,13,7,4
1275,1,2,2,11,10,6,5
1276,2,1,1,11,9,8,4
1277,1,2,2,21,20,6,5
1278,2,2,1,15,15,8,6
1279,1,4,2,15,15,8,7
1280,2,2,1,12,11,8,5
1281,2,2,2,10,9,8,2
1282,1,3,2,14,7,8,1
1283,1,2,2,9,8,5,4
1284,2,2,1,11,11,8,8
1285,1,2,2,11,9,7,6
1286,1,4,2,15,15,8,7
1287,1,2,2,15,17,8,8
1288,2,1,2,16,8,3,2
1289,1,2,2,9,8,5,5
1290,2,2,1,15,15,8,6
1291,1,1,2,12,11,8,8
1292,1,1,2,10,10,6,2
1293,1,2,1,9,15,7,1
1294,1,2,2,10,10,3,3
1295,1,2,2,12,11,6,5
1296,1,2,2,15,15,8,4
1297,1,6,2,15,14,8,4
1298,1,2,2,10,9,6,4
1299,1,1,2,8,8,5,4
1300,2,2,1,15,16,8,4
1301,1,1,2,8,8,1,1
1302,1,3,2,12,12,6,6
1303,2,1,1,16,17,8,4
1304,1,4,2,16,16,8,8
1305,1,2,2,13,10,6,3
1306,1,0,2,9,9,8,6
1307,2,2,1,14,14,8,6
1308,2,2,1,9,9,8,6
1309,1,2,2,19,19,8,8
1310,1,3,2,12,11,8,6
1311,1,2,2,8,6,3,1
1312,1,3,2,13,14,8,7
1313,1,5,2,9,9,7,6
1314,2,2,1,15,16,8,6
1315,2,2,1,12,13,8,6
1316,2,1,1,12,11,8,4
1317,2,2,1,10,11,8,8
1318,1,3,2,14,14,8,8
1319,1,1,2,14,13,7,3
1320,1,2,2,9,9,5,4
1321,2,2,2,15,14,3,3
1322,1,3,1,13,13,8,2
1323,1,2,2,12,11,8,8
1324,2,2,1,11,11,8,8
1325,1,2,1,13,12,8,6
1326,1,1,2,10,9,5,3
1327,2,2,1,15,17,6,5
1328,1,2,2,10,10,8,6
1329,1,2,2,16,17,4,2
1330,1,0,1,6,8,3,3
1331,1,2,2,14,12,8,6
1332,1,1,1,9,9,4,4
1333,1,2,2,11,10,8,3
1334,2,2,1,15,12,8,8
1335,1,2,1,17,18,7,4
1336,2,2,1,10,11,7,4
1337,2,2,1,15,15,8,6
1338,1,2,2,15,15,8,1
1339,1,2,2,16,16,8,5
1340,2,3,1,15,17,8,8
1341,2,2,1,13,13,8,2
1342,2,2,2,12,13,8,5
1343,2,2,1,11,11,6,5
1344,1,4,2,11,11,8,8
1345,1,2,1,15,15,8,8
1346,2,2,1,9,10,6,3
1347,1,4,1,15,14,8,6
1348,2,2,1,14,13,8,3
1349,2,2,1,14,16,8,4
1350,1,2,2,9,8,6,4
1351,1,2,1,12,13,8,6
1352,2,1,1,10,10,4,4
1353,1,2,2,17,16,8,4
1354,2,2,2,14,13,8,4
1355,2,2,1,15,15,8,8
1356,1,1,2,9,9,8,6
1357,2,2,1,12,12,8,8
1358,1,2,2,15,14,7,7
1359,1,3,2,21,20,8,3
1360,1,2,2,17,17,8,4
1361,2,2,1,13,13,7,4
1362,2,2,1,12,15,8,5
1363,1,2,2,15,16,8,8
1364,2,2,1,14,15,8,6
1365,1,3,2,18,17,8,2
1366,1,1,2,11,11,8,8
1367,2,2,1,17,17,6,5
1368,1,2,2,12,10,8,2
1369,1,2,2,18,18,8,8
1370,1,3,2,17,16,8,8
1371,2,3,1,17,17,8,8
1372,2,0,1,10,10,3,2
1373,2,3,1,13,13,5,4
1374,1,2,2,15,15,8,7
1375,2,1,1,19,20,8,5
1376,1,1,1,14,15,8,6
1377,2,2,1,14,15,8,1
1378,1,2,1,12,14,8,1
1379,1,2,2,9,9,4,1
1380,1,2,2,10,10,8,8
1381,1,2,2,15,15,8,6
1382,2,2,1,15,15,8,8
1383,2,1,2,13,13,8,8
1384,2,2,1,10,11,8,6
1385,1,2,2,11,9,8,5
1386,1,1,1,8,9,4,4
1387,2,2,1,12,12,6,4
1388,1,0,2,15,13,3,3
1389,2,1,1,12,13,5,2
1390,1,3,1,13,5,5,1
1391,1,2,2,15,14,7,5
1392,2,2,1,17,18,8,1
1393,1,4,2,15,15,2,1
1394,1,0,1,15,15,5,3
1395,2,2,1,14,16,7,3
1396,1,2,2,17,14,7,5
1397,1,1,1,11,10,4,3
1398,1,3,2,12,12,8,7
1399,2,3,2,13,11,8,7
1400,1,2,1,9,8,5,2
1401,1,3,2,14,14,4,4
1402,1,2,2,11,10,6,3
1403,2,2,2,8,13,4,1
1404,1,6,2,9,18,5,2
1405,1,1,2,9,9,4,2
1406,2,2,2,14,12,7,6
1407,1,1,2,10,9,3,1
1408,1,2,2,15,17,6,1
1409,1,2,2,13,14,8,2
1410,1,2,2,15,15,8,6
1411,1,1,2,9,8,1,1
1412,1,2,2,14,15,5,4
1413,2,2,1,14,14,7,4
1414,2,1,2,14,4,7,1
1415,1,2,2,14,12,5,3
1416,2,2,1,11,10,8,8
1417,1,1,2,12,10,5,2
1418,2,3,1,16,16,8,5
1419,2,1,2,15,8,8,1
1420,2,3,1,9,9,8,6
1421,1,2,2,12,11,5,5
1422,2,2,1,10,9,3,1
1423,1,2,2,15,15,8,6
1424,1,2,2,18,19,7,5
1425,2,2,1,16,14,8,8
1426,1,2,2,9,8,7,3
1427,2,2,1,8,8,4,3
1428,2,3,1,14,15,7,5
1429,2,1,2,17,13,6,1
1430,1,1,2,9,9,1,1
1431,1,2,2,20,15,8,7
1432,2,2,1,9,11,5,4
1433,2,1,2,11,5,3,1
1434,1,1,2,15,14,4,3
1435,1,2,2,15,17,6,5
1436,2,2,1,15,9,8,1
1437,1,1,2,11,10,8,1
1438,1,3,2,14,14,8,3
1439,2,3,1,15,15,8,5
1440,1,1,1,9,9,6,5
1441,1,2,2,11,10,8,3
1442,1,3,1,13,14,6,4
1443,2,2,2,13,5,5,1
1444,1,1,2,12,11,4,3
1445,1,2,2,9,9,5,3
1446,1,0,2,13,10,4,3
1447,2,1,1,12,12,6,6
1448,1,1,2,19,11,6,4
1449,1,2,2,10,10,7,6
1450,2,2,1,14,14,6,5
1451,1,2,1,19,13,8,6
1452,2,2,2,10,10,6,5
1453,2,1,2,14,8,6,1
1454,1,3,1,13,9,4,3
1455,2,2,1,15,17,7,2
1456,2,2,1,11,13,6,2
1457,1,2,1,13,14,5,3
1458,1,3,2,10,11,8,6
1459,2,2,1,15,9,6,4
1460,1,2,2,15,14,8,4
1461,1,3,2,20,19,5,1
1462,1,2,2,9,10,6,3
1463,1,1,1,11,14,5,3
1464,1,2,1,8,8,5,2
1465,1,3,2,18,17,4,1
1466,2,4,1,10,9,6,3
1467,1,2,2,11,10,4,3
1468,2,1,1,12,5,5,3
1469,2,1,1,15,9,4,1
1470,1,1,1,8,9,1,1
1471,1,1,1,8,9,2,1
1472,1,2,1,11,7,4,4
1473,2,2,1,11,10,8,8
1474,2,2,1,17,15,8,5
1475,1,2,2,12,12,7,3
1476,2,1,1,13,10,4,1
1477,1,2,2,15,15,5,5
1478,1,2,2,10,10,8,6
1479,2,1,2,12,11,8,8
1480,1,5,2,14,13,3,1
1481,2,2,1,17,15,7,2
1482,2,2,1,9,12,7,4
1483,2,1,1,12,4,5,1
1484,2,2,1,9,10,8,4
1485,1,2,1,14,13,8,8
1486,2,2,1,14,14,5,4
1487,2,2,1,16,18,8,7
1488,2,2,2,14,14,8,6
1489,2,2,2,10,10,6,6
1490,1,2,2,8,18,1,1
1491,1,2,2,10,8,4,4
1492,1,1,1,12,10,3,2
1493,2,1,1,18,9,4,2
1494,1,1,2,9,8,3,1
1495,2,2,1,12,12,8,6
1496,1,1,2,10,11,2,1
1497,2,2,1,13,13,5,5
1498,1,1,2,16,17,8,8
1499,1,2,2,10,9,6,6
1500,1,1,2,12,12,6,3
1501,2,2,2,9,8,6,5
1502,1,1,1,14,15,4,1
1503,1,2,2,9,9,4,3
1504,2,0,2,20,9,2,2
1505,1,1,2,14,14,5,1
1506,1,2,2,14,17,8,6
1507,2,2,1,10,10,6,5
1508,1,2,2,13,12,6,6
1509,1,2,2,11,11,8,5
1510,1,1,1,12,9,6,6
1511,2,1,1,16,15,3,2
1512,2,2,2,9,17,6,4
1513,2,3,2,14,15,8,8
1514,2,1,1,18,6,3,1
1515,1,1,2,17,17,5,4
1516,1,0,2,17,15,6,5
1517,2,3,1,11,12,6,6
1518,2,3,1,13,14,8,8
1519,1,2,2,14,14,8,5
1520,2,2,2,15,13,8,7
1521,1,0,2,12,9,5,3
1522,2,1,2,10,11,5,2
1523,2,2,1,10,11,8,6
1524,2,3,1,10,11,6,4
1525,1,3,2,15,14,8,8
1526,2,3,1,15,14,8,8
1527,2,3,1,15,15,8,5
1528,2,2,1,10,11,6,1
1529,1,2,2,15,14,8,7
1530,2,2,1,15,15,6,5
1531,2,2,2,14,15,6,5
1532,2,3,2,11,13,6,5
1533,2,4,1,17,18,6,3
1534,2,1,1,13,7,8,2
1535,2,2,1,14,8,7,2
1536,2,1,1,15,5,6,1
1537,1,2,2,16,16,8,7
1538,2,1,1,13,14,4,3
1539,1,3,2,15,15,6,5
1540,1,2,2,16,15,6,5
1541,2,3,1,16,16,7,6
1542,1,1,2,8,8,4,4
1543,2,2,1,15,15,8,6
1544,2,0,1,14,4,5,1
1545,1,2,2,15,14,8,8
1546,1,3,2,15,15,8,8
1547,2,2,1,9,9,8,8
1548,2,3,1,13,12,6,4
1549,2,2,1,11,11,6,6
1550,1,4,1,11,12,8,6
1551,1,2,2,12,6,5,1
1552,1,2,2,17,17,8,4
1553,2,2,2,13,11,6,5
1554,2,2,1,15,16,8,6
1555,1,2,2,14,12,7,5
1556,2,2,1,15,16,8,6
1557,2,2,1,12,5,8,1
1558,2,2,1,10,10,5,4
1559,1,3,1,10,8,5,4
1560,1,2,2,18,18,8,8
1561,1,2,2,12,13,8,6
1562,2,1,1,14,13,8,3
1563,2,2,2,12,13,8,6
1564,2,2,1,10,11,6,5
1565,1,3,2,11,11,8,5
1566,1,2,2,20,15,8,6
1567,1,1,2,11,12,6,3
1568,1,2,2,14,14,8,8
1569,2,1,2,14,5,3,1
1570,1,1,2,13,12,8,1
1571,1,2,1,15,9,6,1
1572,1,2,2,16,15,8,3
1573,2,2,1,14,14,8,7
1574,2,1,1,14,14,8,8
1575,1,2,2,19,19,8,3
1576,2,2,1,10,10,6,5
1577,1,1,2,5,5,2,1
1578,2,3,1,10,12,8,5
1579,1,2,2,15,15,7,3
1580,1,2,2,13,15,8,5
1581,1,2,2,12,12,4,3
1582,1,2,2,14,12,6,6
1583,2,2,1,9,10,5,4
1584,1,2,2,12,14,5,2
1585,1,2,2,13,8,7,3
1586,1,2,2,12,11,4,4
1587,2,1,1,9,10,8,7
1588,2,3,1,17,18,5,5
1589,2,3,1,9,10,5,4
1590,2,2,1,10,10,8,5
1591,1,1,2,8,8,3,1
1592,1,6,2,12,12,5,2
1593,2,2,1,11,11,8,6
1594,2,1,1,11,12,6,4
1595,1,2,1,15,17,6,3
1596,2,2,1,16,16,8,1
1597,2,0,1,11,10,8,4
1598,1,2,2,11,10,8,8
1599,1,2,2,18,14,4,3
1600,1,3,2,14,15,4,1
1601,2,2,1,17,19,8,7
1602,2,2,1,15,17,8,5
1603,2,2,1,10,10,6,3
1604,2,2,1,13,12,5,5
1605,1,2,2,10,9,8,6
1606,1,4,2,17,17,8,8
1607,2,3,2,13,13,7,6
1608,1,1,2,10,13,6,4
1609,1,1,2,9,9,4,3
1610,1,2,2,14,13,6,5
1611,2,4,1,17,18,8,1
1612,1,2,2,16,15,7,5
1613,1,1,2,15,15,6,3
1614,1,2,2,13,13,8,8
1615,2,1,1,15,8,4,4
1616,1,2,2,16,15,8,4
1617,2,2,1,13,13,8,4
1618,1,2,2,8,8,6,5
1619,1,3,2,9,16,5,4
1620,1,2,2,18,16,5,4
1621,1,1,2,10,11,5,5
1622,1,1,2,10,12,6,3
1623,2,3,1,16,18,8,8
1624,1,2,1,13,13,6,5
1625,2,2,1,9,9,1,1
1626,2,3,1,14,14,7,4
1627,1,2,2,14,13,8,6
1628,1,3,2,19,18,8,8
1629,1,2,1,18,9,8,2
1630,2,1,1,10,10,8,7
1631,2,2,1,9,10,8,6
1632,1,3,2,12,13,8,6
1633,2,2,1,9,10,5,4
1634,2,2,1,11,10,5,4
1635,2,3,1,13,14,8,3
1636,1,2,2,17,15,8,8
1637,1,5,1,9,15,7,6
1638,2,2,1,10,11,5,5
1639,1,2,1,15,14,8,4
1640,2,2,1,13,13,8,8
1641,1,2,2,15,14,8,1
1642,1,1,2,14,14,8,8
1643,2,3,1,15,14,5,3
1644,2,2,1,9,10,8,8
1645,1,2,1,14,9,8,1
1646,1,2,1,9,8,3,3
1647,2,2,1,19,19,8,5
1648,1,3,2,15,15,8,8
1649,1,2,2,15,15,5,1
1650,1,1,2,12,10,7,5
1651,1,3,2,14,15,8,2
1652,1,3,2,13,13,7,5
1653,2,1,1,9,9,5,4
1654,1,3,2,11,11,8,5
1655,2,2,2,13,11,8,5
1656,2,3,1,9,9,5,5
1657,1,2,2,10,9,5,4
1658,2,2,1,9,10,6,5
1659,2,1,1,15,15,5,4
1660,2,1,1,10,10,6,6
1661,2,2,1,9,10,4,4
1662,1,2,2,11,11,8,3
1663,1,2,2,10,9,8,8
1664,2,2,2,13,15,5,4
1665,2,2,2,15,15,8,7
1666,2,2,2,15,15,8,8
1667,1,1,2,10,10,8,3
1668,1,1,2,11,10,5,2
1669,1,2,2,16,17,6,2
1670,2,2,1,15,15,8,3
1671,1,0,2,17,16,6,5
1672,2,3,1,15,17,6,4
1673,1,2,2,14,14,8,8
1674,2,2,2,16,10,8,5
1675,1,1,2,8,8,5,1
1676,1,2,2,14,15,8,1
1677,1,5,1,19,6,6,1
1678,2,2,1,12,11,6,5
1679,1,3,1,11,12,8,8
1680,2,2,1,17,17,8,3
1681,2,2,1,12,12,8,8
1682,2,2,1,15,16,8,5
1683,1,2,2,10,8,8,2
1684,1,0,2,11,9,3,1
1685,2,2,1,13,12,8,8
1686,2,2,1,21,21,6,6
1687,2,2,1,12,13,6,5
1688,2,2,1,14,19,6,5
